mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error
0.3469667911529541,0.19024732263947475,0.019754648208618164,0.022597975825817414,1.0,200,6,1.0,0.1,1.0,"{'subsample': 1.0, 'n_estimators': 200, 'max_depth': 6, 'learning_rate': 1.0, 'gamma': 0.1, 'colsample_bytree': 1.0}",0.8883150988390726,0.7872274003426207,0.8629510261740696,0.8494318484032649,0.8226036825463939,0.8421058112610844,0.0346856312405655,11,-3.517805796883323,-4.547015686121854,-4.220520661382964,-4.329336148724411,-4.856601006170598,-4.294255859856629,0.444895897892699,10
0.3128397464752197,0.023786893518115654,0.0073416709899902345,0.0036815261229883357,0.8,200,3,0.01,0.01,1.0,"{'subsample': 0.8, 'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01, 'gamma': 0.01, 'colsample_bytree': 1.0}",0.8063991557557872,0.7638329983086857,0.792454118615517,0.7562729414057635,0.7471416935547999,0.7732201815281107,0.022477563739056742,12,-5.895649168303519,-6.059692425814541,-6.182573659029873,-6.596872946074515,-6.79785489059076,-6.306528617962642,0.3378805098823421,13
0.2559202194213867,0.012602048766532188,0.007346630096435547,0.00123478405990832,0.8,200,3,0.01,0.01,0.8,"{'subsample': 0.8, 'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01, 'gamma': 0.01, 'colsample_bytree': 0.8}",0.7957697048093195,0.7512604366447437,0.7766859040868739,0.7599183164380643,0.7402942401547531,0.7647857204267509,0.019534990085743484,13,-6.055857147216797,-6.297144586274118,-6.489248527526857,-6.584393674908262,-6.923122186428163,-6.4699532244708395,0.289885984528543,14
0.4795567512512207,0.012349619690500984,0.006358432769775391,0.00013291551604034178,1.0,100,6,0.01,0.1,0.8,"{'subsample': 1.0, 'n_estimators': 100, 'max_depth': 6, 'learning_rate': 0.01, 'gamma': 0.1, 'colsample_bytree': 0.8}",0.7097621416941686,0.6654290990592129,0.7012884859246162,0.6916821505068693,0.6813892132553674,0.6899102180880469,0.015483128279410214,14,-7.193634114120946,-7.3932801939068415,-7.53237808227539,-7.489284611095082,-7.678260504559772,-7.457367501191607,0.1606869568614082,15
1.4721503257751465,0.1872638363884387,0.011330127716064453,0.0015081936064168483,0.7,500,9,1.0,0.1,0.8,"{'subsample': 0.7, 'n_estimators': 500, 'max_depth': 9, 'learning_rate': 1.0, 'gamma': 0.1, 'colsample_bytree': 0.8}",0.700866803845118,0.6836804058442421,0.5142308354482623,0.5909148866271505,0.7256484022208762,0.6430682667971298,0.07890317391487174,15,-5.613579731912323,-6.3058083430203515,-6.897490390904022,-6.881820003393924,-5.786385596554455,-6.297016813157015,0.5348777548693101,12
2.9958210468292235,0.06726757905468507,0.012794923782348634,0.00113073519897113,0.8,500,6,0.001,0.01,1.0,"{'subsample': 0.8, 'n_estimators': 500, 'max_depth': 6, 'learning_rate': 0.001, 'gamma': 0.01, 'colsample_bytree': 1.0}",0.5174690740825358,0.47950352738371227,0.525475324285243,0.5011823495934598,0.5008690304270044,0.5048998611543911,0.015851662715515448,16,-9.303812926783705,-9.233897114146838,-9.653320233894117,-9.503987932147401,-9.782862428804723,-9.495576127155356,0.20626992590064844,16
2.219821643829346,0.04826369224963792,0.011499834060668946,0.001153940488471484,0.7,500,6,0.001,0.01,0.8,"{'subsample': 0.7, 'n_estimators': 500, 'max_depth': 6, 'learning_rate': 0.001, 'gamma': 0.01, 'colsample_bytree': 0.8}",0.4733392543805499,0.44481075651968727,0.46729457344403025,0.4605480556268231,0.44482462162919845,0.45816345232005773,0.011624005879447693,17,-9.728385598384973,-9.673323035962653,-10.189976689194188,-9.92383753273704,-10.342314873672114,-9.971567545990194,0.2590449908360208,17
1.9069575786590576,0.037881702566244214,0.011836481094360352,0.0019194818130555554,1.0,200,9,0.001,0.1,0.7,"{'subsample': 1.0, 'n_estimators': 200, 'max_depth': 9, 'learning_rate': 0.001, 'gamma': 0.1, 'colsample_bytree': 0.7}",0.2285580871872943,0.21484008228367713,0.22368578207114775,0.2260501388679803,0.21356166495076034,0.22133915107217197,0.006042190119123448,18,-11.699262539950285,-11.49637055645567,-12.293027919884885,-11.798227259780422,-12.445264437605694,-11.946430542735392,0.3618218408133751,18
0.28643069267272947,0.013894996537140849,0.007432079315185547,0.0011597412821063447,0.8,200,3,0.001,0.01,0.8,"{'subsample': 0.8, 'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.001, 'gamma': 0.01, 'colsample_bytree': 0.8}",0.19421944006215752,0.17982698147273035,0.18675788501888613,0.18506122057946994,0.18324945668764314,0.1858229967641774,0.004786018950262731,19,-11.970476880622634,-11.731148894338897,-12.608794421571673,-12.02143949104078,-12.680942714970287,-12.202560480508854,0.37490587374888096,19
0.42014598846435547,0.012355065725768796,0.007228755950927734,0.0010352689345132762,0.8,100,6,0.001,0.01,0.7,"{'subsample': 0.8, 'n_estimators': 100, 'max_depth': 6, 'learning_rate': 0.001, 'gamma': 0.01, 'colsample_bytree': 0.7}",0.11933504749990786,0.11038985373796295,0.11706820015638197,0.11773865463454847,0.10981054716747174,0.1148684606392546,0.0039665520080274476,20,-12.465992345636542,-12.22237759029504,-13.137656086314808,-12.555362472071796,-13.259842092932722,-12.728246117450182,0.40119311215196124,20
